id,problem,city,district,street,latitude,longitude,report_date
273,damaged road,Tanta,Second District,El Nadi St,30.7865,31.0004,2026-03-27
155,small trash,Giza,Dokki,Mossadak St,30.0131,31.2089,2026-04-15
127,small trash,Alexandria,Miami,Gamal Abdel Nasser Rd,31.2001,29.9187,2026-03-25
535,big trash,Tanta,First District,El Bahr St,30.7865,31.0004,2026-04-21
288,damaged road,Giza,6th of October,El Mehwar,30.0131,31.2089,2026-03-15
114,small trash,Giza,Mohandessin,Shehab St,30.0131,31.2089,2026-03-13
357,damaged road,Cairo,Nasr City,Abbas El Akkad St,30.0444,31.2357,2026-04-13
174,small trash,Giza,Dokki,Tahrir St,30.0131,31.2089,2026-06-09
345,damaged road,Tanta,First District,El Geish St,30.7865,31.0004,2026-02-25
58,small trash,Mansoura,West Mansoura,Port Said St,31.0364,31.3807,2026-02-03
429,damaged home,Tanta,First District,El Bahr St,30.7865,31.0004,2026-04-26
223,damaged road,Tanta,Second District,Alexandria St,30.7865,31.0004,2026-06-02
281,damaged road,Cairo,Maadi,Laselky St,30.0444,31.2357,2026-01-04
18,small trash,Mansoura,East Mansoura,Abdel Salam Aref St,31.0364,31.3807,2026-06-12
394,damaged road,Tanta,First District,Saeed St,30.7865,31.0004,2026-04-21
323,damaged road,Mansoura,East Mansoura,El Mashaya St,31.0364,31.3807,2026-06-22
256,damaged road,Mansoura,East Mansoura,Suez Canal St,31.0364,31.3807,2026-02-18
431,damaged home,Tanta,First District,El Bahr St,30.7865,31.0004,2026-03-05
654,big trash,Alexandria,Miami,Khaled Ibn El Walid St,31.2001,29.9187,2026-04-12
191,small trash,Alexandria,Smouha,Victor Emmanuel St,31.2001,29.9187,2026-01-23
425,damaged home,Cairo,Maadi,Palestine St,30.0444,31.2357,2026-05-10
602,big trash,Giza,6th of October,El Mehwar,30.0131,31.2089,2026-05-06
622,big trash,Cairo,Nasr City,Abbas El Akkad St,30.0444,31.2357,2026-05-26
95,small trash,Alexandria,Sidi Gaber,El Horreya Rd,31.2001,29.9187,2026-06-12
181,small trash,Cairo,Maadi,Palestine St,30.0444,31.2357,2026-06-10
302,damaged road,Tanta,Second District,Alexandria St,30.7865,31.0004,2026-04-19
666,big trash,Tanta,Second District,Alexandria St,30.7865,31.0004,2026-04-08
495,damaged home,Alexandria,Smouha,Victor Emmanuel St,31.2001,29.9187,2026-06-17
440,damaged home,Mansoura,West Mansoura,Port Said St,31.0364,31.3807,2026-07-01
437,damaged home,Tanta,Second District,El Nadi St,30.7865,31.0004,2026-03-06
644,big trash,Giza,Dokki,Syria St,30.0131,31.2089,2026-06-02
6,small trash,Tanta,First District,El Geish St,30.7865,31.0004,2026-06-16
46,small trash,Tanta,First District,El Bahr St,30.7865,31.0004,2026-05-05
595,big trash,Mansoura,West Mansoura,Port Said St,31.0364,31.3807,2026-02-05
516,big trash,Alexandria,Sidi Gaber,Omar Lotfy St,31.2001,29.9187,2026-01-07
626,big trash,Alexandria,Sidi Gaber,El Horreya Rd,31.2001,29.9187,2026-04-28
17,small trash,Alexandria,Sidi Gaber,Omar Lotfy St,31.2001,29.9187,2026-01-26
49,small trash,Tanta,Second District,El Modares St,30.7865,31.0004,2026-05-19
660,big trash,Mansoura,East Mansoura,Abdel Salam Aref St,31.0364,31.3807,2026-04-25
625,big trash,Mansoura,East Mansoura,Suez Canal St,31.0364,31.3807,2026-01-29
4,small trash,Cairo,Nasr City,Makram Ebeid St,30.0444,31.2357,2026-02-25
435,damaged home,Tanta,First District,El Geish St,30.7865,31.0004,2026-06-15
399,damaged road,Alexandria,Sidi Gaber,Omar Lotfy St,31.2001,29.9187,2026-03-07
317,damaged road,Alexandria,Miami,45 St,31.2001,29.9187,2026-03-11
629,big trash,Giza,Dokki,Syria St,30.0131,31.2089,2026-06-13
284,damaged road,Tanta,Second District,Alexandria St,30.7865,31.0004,2026-01-21
486,damaged home,Cairo,Maadi,Palestine St,30.0444,31.2357,2026-03-27
286,damaged road,Alexandria,Miami,45 St,31.2001,29.9187,2026-05-05
400,damaged road,Alexandria,Smouha,Victor Emmanuel St,31.2001,29.9187,2026-01-02
226,damaged road,Mansoura,East Mansoura,El Mashaya St,31.0364,31.3807,2026-06-08
27,small trash,Tanta,Second District,El Modares St,30.7865,31.0004,2026-06-17
538,big trash,Alexandria,Miami,Khaled Ibn El Walid St,31.2001,29.9187,2026-03-30
264,damaged road,Mansoura,West Mansoura,Port Said St,31.0364,31.3807,2026-02-09
51,small trash,Alexandria,Smouha,Albert Al Awal St,31.2001,29.9187,2026-04-26
365,damaged road,Giza,Mohandessin,Shehab St,30.0131,31.2089,2026-02-28
230,damaged road,Tanta,First District,El Bahr St,30.7865,31.0004,2026-01-01
38,small trash,Alexandria,Sidi Gaber,Port Said St,31.2001,29.9187,2026-04-22
158,small trash,Tanta,First District,El Geish St,30.7865,31.0004,2026-04-08
238,damaged road,Giza,Dokki,Tahrir St,30.0131,31.2089,2026-02-12
655,big trash,Alexandria,Sidi Gaber,El Horreya Rd,31.2001,29.9187,2026-02-25
375,damaged road,Cairo,Heliopolis,El Merghany St,30.0444,31.2357,2026-03-21
371,damaged road,Cairo,Maadi,Palestine St,30.0444,31.2357,2026-04-06
176,small trash,Cairo,Maadi,Street 9,30.0444,31.2357,2026-04-30
578,big trash,Cairo,Nasr City,Makram Ebeid St,30.0444,31.2357,2026-03-27
481,damaged home,Tanta,Second District,El Modares St,30.7865,31.0004,2026-05-15
195,small trash,Giza,Mohandessin,Shehab St,30.0131,31.2089,2026-03-29
580,big trash,Tanta,First District,Saeed St,30.7865,31.0004,2026-06-06
588,big trash,Tanta,First District,El Geish St,30.7865,31.0004,2026-01-14
412,damaged home,Giza,Mohandessin,Gameat El Dowal St,30.0131,31.2089,2026-01-20
457,damaged home,Mansoura,East Mansoura,Suez Canal St,31.0364,31.3807,2026-02-21
659,big trash,Alexandria,Smouha,Victor Emmanuel St,31.2001,29.9187,2026-02-04
646,big trash,Alexandria,Sidi Gaber,El Horreya Rd,31.2001,29.9187,2026-01-29
586,big trash,Tanta,Second District,Alexandria St,30.7865,31.0004,2026-06-26
68,small trash,Cairo,Maadi,Palestine St,30.0444,31.2357,2026-01-04
427,damaged home,Cairo,Heliopolis,El Merghany St,30.0444,31.2357,2026-06-16
169,small trash,Giza,Mohandessin,Shehab St,30.0131,31.2089,2026-03-28
433,damaged home,Tanta,First District,Saeed St,30.7865,31.0004,2026-04-06
163,small trash,Mansoura,East Mansoura,El Mashaya St,31.0364,31.3807,2026-06-23
310,damaged road,Giza,6th of October,Al Hosary St,30.0131,31.2089,2026-06-08
194,small trash,Mansoura,East Mansoura,Suez Canal St,31.0364,31.3807,2026-05-05
571,big trash,Giza,Mohandessin,Sudan St,30.0131,31.2089,2026-03-15
366,damaged road,Mansoura,East Mansoura,Abdel Salam Aref St,31.0364,31.3807,2026-04-13
384,damaged road,Giza,Dokki,Syria St,30.0131,31.2089,2026-06-18
677,big trash,Alexandria,Sidi Gaber,Port Said St,31.2001,29.9187,2026-02-06
480,damaged home,Giza,6th of October,El Mehwar,30.0131,31.2089,2026-01-22
153,small trash,Tanta,First District,El Bahr St,30.7865,31.0004,2026-02-08
682,big trash,Mansoura,East Mansoura,El Mashaya St,31.0364,31.3807,2026-04-17
448,damaged home,Tanta,First District,El Geish St,30.7865,31.0004,2026-03-28
227,damaged road,Cairo,Maadi,Palestine St,30.0444,31.2357,2026-01-26
553,big trash,Mansoura,East Mansoura,Suez Canal St,31.0364,31.3807,2026-03-29
548,big trash,Mansoura,West Mansoura,Toranil St,31.0364,31.3807,2026-06-10
104,small trash,Cairo,Heliopolis,Othman Ibn Affan St,30.0444,31.2357,2026-01-11
652,big trash,Mansoura,West Mansoura,Port Said St,31.0364,31.3807,2026-04-17
518,big trash,Tanta,First District,Saeed St,30.7865,31.0004,2026-03-08
75,small trash,Tanta,First District,El Geish St,30.7865,31.0004,2026-03-22
116,small trash,Tanta,Second District,Alexandria St,30.7865,31.0004,2026-05-18
408,damaged home,Tanta,Second District,Alexandria St,30.7865,31.0004,2026-04-03
658,big trash,Cairo,Nasr City,Abbas El Akkad St,30.0444,31.2357,2026-01-09
120,small trash,Alexandria,Smouha,Albert Al Awal St,31.2001,29.9187,2026-05-11
54,small trash,Giza,6th of October,Al Hosary St,30.0131,31.2089,2026-01-02
152,small trash,Giza,Mohandessin,Shehab St,30.0131,31.2089,2026-03-23
404,damaged road,Mansoura,West Mansoura,Toranil St,31.0364,31.3807,2026-01-20
643,big trash,Tanta,Second District,Alexandria St,30.7865,31.0004,2026-06-20
208,damaged road,Cairo,Maadi,Palestine St,30.0444,31.2357,2026-06-26
649,big trash,Tanta,Second District,El Modares St,30.7865,31.0004,2026-06-24
471,damaged home,Giza,6th of October,El Mehwar,30.0131,31.2089,2026-06-05
453,damaged home,Giza,Mohandessin,Sudan St,30.0131,31.2089,2026-03-14
528,big trash,Tanta,Second District,El Nadi St,30.7865,31.0004,2026-05-22
9,small trash,Mansoura,East Mansoura,Abdel Salam Aref St,31.0364,31.3807,2026-02-09
507,big trash,Cairo,Nasr City,Mostafa El Nahas St,30.0444,31.2357,2026-06-13
37,small trash,Cairo,Maadi,Palestine St,30.0444,31.2357,2026-03-10
140,small trash,Tanta,First District,El Geish St,30.7865,31.0004,2026-06-28
254,damaged road,Alexandria,Smouha,Fawzy Moaz St,31.2001,29.9187,2026-01-30
304,damaged road,Mansoura,East Mansoura,Suez Canal St,31.0364,31.3807,2026-03-02
514,big trash,Cairo,Maadi,Street 9,30.0444,31.2357,2026-05-16
517,big trash,Giza,Mohandessin,Sudan St,30.0131,31.2089,2026-04-10
369,damaged road,Giza,6th of October,Central Axis,30.0131,31.2089,2026-01-18
60,small trash,Mansoura,West Mansoura,El Gomhoria St,31.0364,31.3807,2026-01-25
112,small trash,Giza,Mohandessin,Shehab St,30.0131,31.2089,2026-03-20
544,big trash,Giza,6th of October,El Mehwar,30.0131,31.2089,2026-06-04
487,damaged home,Giza,Dokki,Mossadak St,30.0131,31.2089,2026-05-20
616,big trash,Mansoura,East Mansoura,El Mashaya St,31.0364,31.3807,2026-02-21
263,damaged road,Mansoura,West Mansoura,El Gomhoria St,31.0364,31.3807,2026-01-30
573,big trash,Tanta,Second District,Alexandria St,30.7865,31.0004,2026-06-24
298,damaged road,Giza,Mohandessin,Sudan St,30.0131,31.2089,2026-03-07
415,damaged home,Giza,Dokki,Tahrir St,30.0131,31.2089,2026-02-07
151,small trash,Alexandria,Smouha,Victor Emmanuel St,31.2001,29.9187,2026-03-15
434,damaged home,Alexandria,Smouha,Fawzy Moaz St,31.2001,29.9187,2026-03-28
441,damaged home,Cairo,Heliopolis,El Merghany St,30.0444,31.2357,2026-04-07
267,damaged road,Giza,Mohandessin,Sudan St,30.0131,31.2089,2026-02-07
593,big trash,Alexandria,Smouha,Victor Emmanuel St,31.2001,29.9187,2026-04-16
360,damaged road,Giza,Dokki,Tahrir St,30.0131,31.2089,2026-03-12
605,big trash,Tanta,Second District,El Nadi St,30.7865,31.0004,2026-03-30
39,small trash,Giza,Mohandessin,Gameat El Dowal St,30.0131,31.2089,2026-03-09
128,small trash,Mansoura,East Mansoura,El Mashaya St,31.0364,31.3807,2026-02-02
424,damaged home,Cairo,Heliopolis,Othman Ibn Affan St,30.0444,31.2357,2026-01-20
417,damaged home,Giza,6th of October,Al Hosary St,30.0131,31.2089,2026-02-15
308,damaged road,Cairo,Maadi,Palestine St,30.0444,31.2357,2026-05-08
199,small trash,Mansoura,West Mansoura,Port Said St,31.0364,31.3807,2026-05-02
352,damaged road,Mansoura,West Mansoura,Port Said St,31.0364,31.3807,2026-01-17
478,damaged home,Alexandria,Smouha,Victor Emmanuel St,31.2001,29.9187,2026-06-07
147,small trash,Tanta,Second District,Alexandria St,30.7865,31.0004,2026-04-25
451,damaged home,Tanta,First District,El Geish St,30.7865,31.0004,2026-04-23
633,big trash,Giza,Dokki,Mossadak St,30.0131,31.2089,2026-04-09
513,big trash,Mansoura,East Mansoura,Abdel Salam Aref St,31.0364,31.3807,2026-04-24
420,damaged home,Giza,Mohandessin,Gameat El Dowal St,30.0131,31.2089,2026-05-01
443,damaged home,Tanta,First District,El Geish St,30.7865,31.0004,2026-06-21
607,big trash,Cairo,Heliopolis,Othman Ibn Affan St,30.0444,31.2357,2026-06-17
148,small trash,Giza,6th of October,Central Axis,30.0131,31.2089,2026-04-26
537,big trash,Giza,Mohandessin,Gameat El Dowal St,30.0131,31.2089,2026-02-11
349,damaged road,Cairo,Nasr City,Makram Ebeid St,30.0444,31.2357,2026-04-02
464,damaged home,Cairo,Heliopolis,El Merghany St,30.0444,31.2357,2026-04-06
326,damaged road,Mansoura,West Mansoura,Port Said St,31.0364,31.3807,2026-05-24
187,small trash,Cairo,Heliopolis,Othman Ibn Affan St,30.0444,31.2357,2026-06-12
124,small trash,Giza,Mohandessin,Shehab St,30.0131,31.2089,2026-01-18
579,big trash,Mansoura,East Mansoura,Suez Canal St,31.0364,31.3807,2026-06-05
97,small trash,Cairo,Nasr City,Mostafa El Nahas St,30.0444,31.2357,2026-04-19
144,small trash,Tanta,Second District,El Modares St,30.7865,31.0004,2026-05-23
240,damaged road,Alexandria,Smouha,Victor Emmanuel St,31.2001,29.9187,2026-04-30
395,damaged road,Cairo,Heliopolis,El Merghany St,30.0444,31.2357,2026-06-23
470,damaged home,Cairo,Nasr City,Abbas El Akkad St,30.0444,31.2357,2026-02-25
546,big trash,Cairo,Nasr City,Mostafa El Nahas St,30.0444,31.2357,2026-05-28
98,small trash,Alexandria,Sidi Gaber,Omar Lotfy St,31.2001,29.9187,2026-03-27
372,damaged road,Giza,6th of October,Al Hosary St,30.0131,31.2089,2026-05-31
325,damaged road,Alexandria,Sidi Gaber,El Horreya Rd,31.2001,29.9187,2026-03-01
280,damaged road,Tanta,Second District,El Modares St,30.7865,31.0004,2026-04-23
294,damaged road,Giza,Dokki,Syria St,30.0131,31.2089,2026-04-16
255,damaged road,Mansoura,West Mansoura,Port Said St,31.0364,31.3807,2026-05-19
401,damaged road,Mansoura,East Mansoura,Suez Canal St,31.0364,31.3807,2026-02-03
123,small trash,Cairo,Maadi,Palestine St,30.0444,31.2357,2026-06-25
184,small trash,Alexandria,Miami,Gamal Abdel Nasser Rd,31.2001,29.9187,2026-06-19
203,small trash,Alexandria,Smouha,Albert Al Awal St,31.2001,29.9187,2026-05-16
439,damaged home,Tanta,First District,Saeed St,30.7865,31.0004,2026-03-21
324,damaged road,Alexandria,Miami,Gamal Abdel Nasser Rd,31.2001,29.9187,2026-06-13
247,damaged road,Cairo,Nasr City,Abbas El Akkad St,30.0444,31.2357,2026-05-13
416,damaged home,Alexandria,Sidi Gaber,Omar Lotfy St,31.2001,29.9187,2026-06-04
198,small trash,Cairo,Nasr City,Mostafa El Nahas St,30.0444,31.2357,2026-04-15
552,big trash,Cairo,Nasr City,Abbas El Akkad St,30.0444,31.2357,2026-04-17
569,big trash,Alexandria,Smouha,Fawzy Moaz St,31.2001,29.9187,2026-01-12
172,small trash,Cairo,Heliopolis,Al Ahram St,30.0444,31.2357,2026-06-16
604,big trash,Alexandria,Smouha,Victor Emmanuel St,31.2001,29.9187,2026-05-27
130,small trash,Giza,6th of October,El Mehwar,30.0131,31.2089,2026-03-19
126,small trash,Cairo,Maadi,Laselky St,30.0444,31.2357,2026-05-10
403,damaged road,Alexandria,Sidi Gaber,Port Said St,31.2001,29.9187,2026-01-11
540,big trash,Giza,6th of October,El Mehwar,30.0131,31.2089,2026-03-12
532,big trash,Cairo,Nasr City,Abbas El Akkad St,30.0444,31.2357,2026-06-14
220,damaged road,Mansoura,West Mansoura,Port Said St,31.0364,31.3807,2026-06-11
620,big trash,Giza,Mohandessin,Gameat El Dowal St,30.0131,31.2089,2026-01-10
520,big trash,Mansoura,West Mansoura,El Gomhoria St,31.0364,31.3807,2026-02-04
623,big trash,Tanta,First District,Saeed St,30.7865,31.0004,2026-03-14
527,big trash,Mansoura,West Mansoura,Toranil St,31.0364,31.3807,2026-05-22
387,damaged road,Giza,Mohandessin,Shehab St,30.0131,31.2089,2026-04-27
661,big trash,Mansoura,East Mansoura,Suez Canal St,31.0364,31.3807,2026-06-24
510,big trash,Mansoura,West Mansoura,El Gomhoria St,31.0364,31.3807,2026-01-18
268,damaged road,Mansoura,West Mansoura,Port Said St,31.0364,31.3807,2026-05-11
442,damaged home,Alexandria,Sidi Gaber,El Horreya Rd,31.2001,29.9187,2026-06-29
497,damaged home,Mansoura,East Mansoura,El Mashaya St,31.0364,31.3807,2026-04-23
113,small trash,Giza,Dokki,Tahrir St,30.0131,31.2089,2026-06-18
233,damaged road,Alexandria,Miami,Gamal Abdel Nasser Rd,31.2001,29.9187,2026-06-29
592,big trash,Cairo,Nasr City,Makram Ebeid St,30.0444,31.2357,2026-04-23
374,damaged road,Mansoura,East Mansoura,El Mashaya St,31.0364,31.3807,2026-04-19
234,damaged road,Mansoura,West Mansoura,Port Said St,31.0364,31.3807,2026-03-01
555,big trash,Alexandria,Smouha,Victor Emmanuel St,31.2001,29.9187,2026-04-05
318,damaged road,Giza,Mohandessin,Shehab St,30.0131,31.2089,2026-03-17
411,damaged home,Mansoura,East Mansoura,El Mashaya St,31.0364,31.3807,2026-03-28
609,big trash,Giza,6th of October,Central Axis,30.0131,31.2089,2026-05-24
359,damaged road,Cairo,Nasr City,Abbas El Akkad St,30.0444,31.2357,2026-06-05
259,damaged road,Tanta,First District,Saeed St,30.7865,31.0004,2026-04-23
283,damaged road,Cairo,Heliopolis,Othman Ibn Affan St,30.0444,31.2357,2026-03-28
377,damaged road,Giza,Dokki,Syria St,30.0131,31.2089,2026-05-04
385,damaged road,Mansoura,West Mansoura,El Gomhoria St,31.0364,31.3807,2026-06-12
225,damaged road,Mansoura,East Mansoura,Abdel Salam Aref St,31.0364,31.3807,2026-05-31
648,big trash,Tanta,First District,El Bahr St,30.7865,31.0004,2026-03-25
557,big trash,Mansoura,West Mansoura,Toranil St,31.0364,31.3807,2026-04-26
473,damaged home,Giza,Mohandessin,Gameat El Dowal St,30.0131,31.2089,2026-01-13
348,damaged road,Tanta,Second District,El Modares St,30.7865,31.0004,2026-01-29
506,big trash,Tanta,Second District,El Nadi St,30.7865,31.0004,2026-06-13
673,big trash,Mansoura,East Mansoura,Suez Canal St,31.0364,31.3807,2026-05-19
631,big trash,Cairo,Heliopolis,El Merghany St,30.0444,31.2357,2026-01-25
581,big trash,Alexandria,Sidi Gaber,Port Said St,31.2001,29.9187,2026-06-07
86,small trash,Mansoura,West Mansoura,El Gomhoria St,31.0364,31.3807,2026-05-18
243,damaged road,Tanta,First District,Saeed St,30.7865,31.0004,2026-03-24
160,small trash,Mansoura,East Mansoura,El Mashaya St,31.0364,31.3807,2026-05-20
525,big trash,Giza,Mohandessin,Sudan St,30.0131,31.2089,2026-02-27
36,small trash,Mansoura,East Mansoura,El Mashaya St,31.0364,31.3807,2026-01-03
541,big trash,Giza,6th of October,Central Axis,30.0131,31.2089,2026-06-07
171,small trash,Cairo,Heliopolis,Al Ahram St,30.0444,31.2357,2026-05-19
583,big trash,Tanta,Second District,Alexandria St,30.7865,31.0004,2026-05-25
575,big trash,Mansoura,East Mansoura,Abdel Salam Aref St,31.0364,31.3807,2026-05-23
642,big trash,Mansoura,East Mansoura,Abdel Salam Aref St,31.0364,31.3807,2026-06-29
96,small trash,Alexandria,Miami,Gamal Abdel Nasser Rd,31.2001,29.9187,2026-03-06
241,damaged road,Alexandria,Miami,Gamal Abdel Nasser Rd,31.2001,29.9187,2026-03-11
461,damaged home,Giza,Mohandessin,Shehab St,30.0131,31.2089,2026-05-12
554,big trash,Tanta,First District,Saeed St,30.7865,31.0004,2026-03-23
597,big trash,Mansoura,East Mansoura,Abdel Salam Aref St,31.0364,31.3807,2026-02-14
207,small trash,Cairo,Maadi,Street 9,30.0444,31.2357,2026-03-22
393,damaged road,Mansoura,East Mansoura,Abdel Salam Aref St,31.0364,31.3807,2026-02-25
398,damaged road,Tanta,First District,El Bahr St,30.7865,31.0004,2026-02-22
576,big trash,Alexandria,Sidi Gaber,Omar Lotfy St,31.2001,29.9187,2026-06-04
218,damaged road,Alexandria,Sidi Gaber,Omar Lotfy St,31.2001,29.9187,2026-03-06
5,small trash,Giza,6th of October,El Mehwar,30.0131,31.2089,2026-01-07
608,big trash,Alexandria,Miami,Gamal Abdel Nasser Rd,31.2001,29.9187,2026-02-24
547,big trash,Alexandria,Miami,Khaled Ibn El Walid St,31.2001,29.9187,2026-05-27
99,small trash,Giza,6th of October,Central Axis,30.0131,31.2089,2026-02-11
574,big trash,Tanta,First District,El Bahr St,30.7865,31.0004,2026-01-25
407,damaged road,Mansoura,West Mansoura,Toranil St,31.0364,31.3807,2026-02-13
503,big trash,Alexandria,Smouha,Fawzy Moaz St,31.2001,29.9187,2026-06-04
48,small trash,Mansoura,West Mansoura,Toranil St,31.0364,31.3807,2026-05-16
33,small trash,Cairo,Nasr City,Makram Ebeid St,30.0444,31.2357,2026-06-10
201,small trash,Alexandria,Sidi Gaber,Port Said St,31.2001,29.9187,2026-06-27
135,small trash,Cairo,Heliopolis,El Merghany St,30.0444,31.2357,2026-06-19
28,small trash,Mansoura,East Mansoura,El Mashaya St,31.0364,31.3807,2026-04-28
599,big trash,Alexandria,Miami,Gamal Abdel Nasser Rd,31.2001,29.9187,2026-02-19
231,damaged road,Mansoura,East Mansoura,El Mashaya St,31.0364,31.3807,2026-06-02
490,damaged home,Giza,Dokki,Syria St,30.0131,31.2089,2026-04-28
379,damaged road,Alexandria,Sidi Gaber,Port Said St,31.2001,29.9187,2026-05-27
289,damaged road,Giza,6th of October,Al Hosary St,30.0131,31.2089,2026-04-22
419,damaged home,Mansoura,East Mansoura,El Mashaya St,31.0364,31.3807,2026-03-22
392,damaged road,Mansoura,East Mansoura,Abdel Salam Aref St,31.0364,31.3807,2026-06-05
499,big trash,Mansoura,East Mansoura,El Mashaya St,31.0364,31.3807,2026-03-10
139,small trash,Tanta,First District,Saeed St,30.7865,31.0004,2026-04-17
63,small trash,Cairo,Nasr City,Abbas El Akkad St,30.0444,31.2357,2026-03-28
472,damaged home,Tanta,Second District,El Modares St,30.7865,31.0004,2026-03-15
129,small trash,Giza,Mohandessin,Sudan St,30.0131,31.2089,2026-04-08
668,big trash,Giza,Mohandessin,Gameat El Dowal St,30.0131,31.2089,2026-01-29
521,big trash,Cairo,Heliopolis,Al Ahram St,30.0444,31.2357,2026-04-24
65,small trash,Tanta,Second District,El Modares St,30.7865,31.0004,2026-04-19
15,small trash,Alexandria,Miami,Khaled Ibn El Walid St,31.2001,29.9187,2026-06-30
157,small trash,Cairo,Nasr City,Abbas El Akkad St,30.0444,31.2357,2026-04-10
41,small trash,Alexandria,Miami,45 St,31.2001,29.9187,2026-06-05
493,damaged home,Tanta,Second District,Alexandria St,30.7865,31.0004,2026-05-02
380,damaged road,Giza,Mohandessin,Sudan St,30.0131,31.2089,2026-06-09
188,small trash,Mansoura,West Mansoura,Toranil St,31.0364,31.3807,2026-02-15
217,damaged road,Alexandria,Smouha,Fawzy Moaz St,31.2001,29.9187,2026-04-23
53,small trash,Alexandria,Sidi Gaber,El Horreya Rd,31.2001,29.9187,2026-05-22
338,damaged road,Giza,Mohandessin,Gameat El Dowal St,30.0131,31.2089,2026-06-25
296,damaged road,Cairo,Maadi,Laselky St,30.0444,31.2357,2026-06-08
252,damaged road,Mansoura,East Mansoura,El Mashaya St,31.0364,31.3807,2026-04-13
462,damaged home,Giza,Mohandessin,Gameat El Dowal St,30.0131,31.2089,2026-02-26
456,damaged home,Tanta,Second District,El Nadi St,30.7865,31.0004,2026-03-14
681,big trash,Tanta,Second District,El Modares St,30.7865,31.0004,2026-03-30
270,damaged road,Alexandria,Miami,Gamal Abdel Nasser Rd,31.2001,29.9187,2026-01-01
202,small trash,Giza,Mohandessin,Sudan St,30.0131,31.2089,2026-05-29
162,small trash,Alexandria,Smouha,Fawzy Moaz St,31.2001,29.9187,2026-01-08
556,big trash,Tanta,First District,Saeed St,30.7865,31.0004,2026-03-03
402,damaged road,Mansoura,West Mansoura,Port Said St,31.0364,31.3807,2026-05-24
477,damaged home,Tanta,First District,El Geish St,30.7865,31.0004,2026-02-06
106,small trash,Cairo,Heliopolis,El Merghany St,30.0444,31.2357,2026-04-15
566,big trash,Alexandria,Smouha,Albert Al Awal St,31.2001,29.9187,2026-06-17
390,damaged road,Cairo,Nasr City,Makram Ebeid St,30.0444,31.2357,2026-06-08
2,small trash,Giza,Dokki,Tahrir St,30.0131,31.2089,2026-01-27
638,big trash,Mansoura,East Mansoura,Suez Canal St,31.0364,31.3807,2026-04-14
562,big trash,Tanta,Second District,El Nadi St,30.7865,31.0004,2026-03-20
81,small trash,Tanta,First District,El Geish St,30.7865,31.0004,2026-01-21
206,small trash,Alexandria,Smouha,Fawzy Moaz St,31.2001,29.9187,2026-03-01
35,small trash,Cairo,Heliopolis,Othman Ibn Affan St,30.0444,31.2357,2026-06-02
509,big trash,Giza,Dokki,Tahrir St,30.0131,31.2089,2026-06-05
428,damaged home,Giza,Mohandessin,Sudan St,30.0131,31.2089,2026-05-02
455,damaged home,Alexandria,Smouha,Victor Emmanuel St,31.2001,29.9187,2026-04-05
367,damaged road,Mansoura,West Mansoura,Toranil St,31.0364,31.3807,2026-04-20
92,small trash,Cairo,Nasr City,Abbas El Akkad St,30.0444,31.2357,2026-01-30
340,damaged road,Cairo,Heliopolis,Othman Ibn Affan St,30.0444,31.2357,2026-02-18
565,big trash,Tanta,Second District,El Modares St,30.7865,31.0004,2026-01-13
346,damaged road,Giza,Mohandessin,Gameat El Dowal St,30.0131,31.2089,2026-06-02
242,damaged road,Tanta,Second District,El Nadi St,30.7865,31.0004,2026-01-21
14,small trash,Tanta,Second District,Alexandria St,30.7865,31.0004,2026-06-08
316,damaged road,Giza,Dokki,Tahrir St,30.0131,31.2089,2026-05-19
601,big trash,Giza,Mohandessin,Shehab St,30.0131,31.2089,2026-06-30
388,damaged road,Alexandria,Sidi Gaber,Port Said St,31.2001,29.9187,2026-03-21
274,damaged road,Tanta,Second District,El Nadi St,30.7865,31.0004,2026-03-24
167,small trash,Mansoura,West Mansoura,Toranil St,31.0364,31.3807,2026-02-16
678,big trash,Tanta,First District,Saeed St,30.7865,31.0004,2026-03-18
485,damaged home,Cairo,Heliopolis,Al Ahram St,30.0444,31.2357,2026-06-18
667,big trash,Giza,Dokki,Mossadak St,30.0131,31.2089,2026-03-30
505,big trash,Alexandria,Smouha,Victor Emmanuel St,31.2001,29.9187,2026-04-01
244,damaged road,Tanta,Second District,El Modares St,30.7865,31.0004,2026-01-24
567,big trash,Mansoura,East Mansoura,El Mashaya St,31.0364,31.3807,2026-01-03
563,big trash,Mansoura,West Mansoura,El Gomhoria St,31.0364,31.3807,2026-04-11
190,small trash,Mansoura,East Mansoura,Abdel Salam Aref St,31.0364,31.3807,2026-06-01
476,damaged home,Tanta,First District,El Geish St,30.7865,31.0004,2026-05-12
511,big trash,Giza,6th of October,Central Axis,30.0131,31.2089,2026-04-03
59,small trash,Tanta,Second District,El Modares St,30.7865,31.0004,2026-05-02
475,damaged home,Mansoura,West Mansoura,El Gomhoria St,31.0364,31.3807,2026-05-08
561,big trash,Alexandria,Sidi Gaber,Omar Lotfy St,31.2001,29.9187,2026-05-08
253,damaged road,Tanta,First District,Saeed St,30.7865,31.0004,2026-01-23
22,small trash,Tanta,First District,El Bahr St,30.7865,31.0004,2026-04-29
314,damaged road,Tanta,Second District,Alexandria St,30.7865,31.0004,2026-02-03
460,damaged home,Tanta,First District,Saeed St,30.7865,31.0004,2026-01-22
161,small trash,Tanta,First District,Saeed St,30.7865,31.0004,2026-02-26
